listing_id,id,date,reviewer_id,reviewer_name,comments
3820211,21769713,2014-10-23,4961241,Linda,"Terra responded promptly to my request for accommodation. We were pleasantly surprised to discover our apartment is in a restored historic building in a neighborhood of well cared for historic homes.  Terra greeted us on arrival and provided information about the apartment and the neighborhood. The apartment is tastefully decorated preserving the charm of the building. Spotlessly clean, warm, and no problem with noise. Tourist destinations are easily walkable. I only regret we did not have more time in Albany. Thank you Terra for hosting us."
3820211,22397578,2014-11-05,8813783,Daniel,"The apartment was clean, neat and well presented.  The apartment is in a very nice neighbourhood of Albany and I found to be quite safe, even at night.  The bed was extremely comfortable, to a point that I missed my alarms and my train back to NYC haha!  Although I didn't meet Terra, her communication was impeccable and would happily stay at the property again.  My only concern was that the WiFi was pretty poor and I found that the signal was better when you were further away from the router which is strange, something which probably needs to be addressed.  Apart from that it was awesome!!"
3820211,22448483,2014-11-06,22883442,Karl,Terra is wonderfully sweet and helpful. She has life figured out better than most of us and her apartments are beautiful. The neighborhood is very nice too. You are right on Lark so you can walk to a dozen or more decent places to eat and and drink and if you are inclined you could walk to down town and check the scene there.
3820211,22550507,2014-11-09,3105435,Nicole,"Our favourite place to stay in Albany! The place is even more lovely than the photos. We had a wonderful stay here and Terra was very hospitable. Although I came in late, she made time to meet me with the key and very promptly tackled a faulty internet connection when I let her know it was down.<br/><br/>Also, the coffee and packets of oatmeal were a welcome surprise and thoughtful touch.<br/><br/>Definitely recommend the place if you're looking for a clean, comfortable place to relax within walking distance to all kinds of great Albany spots. "
3820211,22743743,2014-11-13,22289023,Mark,"Terra was very welcoming and property was very neat and tidy. Well located to Lark Street where there is an excellent coffee shop ( Stacks ) also good restaurants<br/>Property has been renovated with excellent taste"
3820211,23016025,2014-11-20,1615259,Benjamen,"This is a wonderful, cute apartment in a fantastic location. It's within walking distance of a number of restaurants, bars and stores. The apartment itself was clean and well-equipped with a full kitchen, coffee maker and living room. The bedroom was comfy and the bathroom was nice and clean.<br/><br/>Terra was a great host and was responsive throughout our stay. We would love to stay here again next time we are in the Albany area."
3820211,23038071,2014-11-21,19452290,Mirnes,Terra was extremely flexible about our stay as we were arriving very late due to traffic getting out of Manhattan.  She was great to communicate with and made the process effortless.  The apartment is immaculate and in a great location!
3820211,23165706,2014-11-24,10734365,Patricia,"Terra met me when I arrived and gave me a tour of the apartment and the whole building. This is a historical building and the apartment is newly renovated and very comfortable.  It is located in the middle of a neighborhood of parks, art galleries and restaurants.   Terra provided us with useful information about the city and the neighborhood.  It was a bitterly cold weekend and she was very responsive to our request for a bit more heat.  "
3820211,23329564,2014-11-29,16928219,Karen,"The apartment was great! My in-laws stayed for two nights while visiting and loved it. Perfect for a couple, close to the action on Lark St, and the off street parking spot was clutch! We will definitely use the apartment in the future if it's available! "
3820211,24022288,2014-12-17,27719,Eleanor,Very convenient location close to Empire State Plaza and downtown as well as lots of restaurants along Lark Street. Nicely remodeled with a great kitchen. Would definitely stay here again if I come back to Albany. 
3820211,24317066,2014-12-25,24794099,Serge,"Fantastic place, fantastic host. "
3820211,24371260,2014-12-27,23790695,Caitlin,"We had a great visit! Terra was very welcoming and responsive to our needs prior to and during the visit. The apartment has all the essentials for a great stay and the location was top notch near local bars, grocery store, convenience stores, indie theatre, coffee shops, parks, etc. We had a terrific visit and will definitely consider staying again when back in town. Highly recommended!"
3820211,24684113,2015-01-01,8773106,Molly,"Staying at Terra's was the perfect escape we needed. She was wonderful to communicate with from the first interaction on and her beautiful apartment couldn't have been nicer. It is very tastefully decorated and tidy in a prime neighborhood and it even had parking! We would love to come back another time- it is a perfect, homey spot; recommended to all."
3820211,30052621,2015-04-16,15062743,Macy,"A++ AWESOME Place to stay in Albany. This apartment has all the amenities and very close to many many restaurants and shops. Even has laundry in the apartment. Perfect place to stay, central location, fun, parking and laundry. All Perfect. "
3820211,30162469,2015-04-18,5977819,Ben,"Terra's apartment is great -- it has everything you need, is clean, and is in a good location.   As a host, Terra was wonderful and very accommodating / accessible.  I highly recommend staying here."
3820211,30345819,2015-04-20,30907110,Morgan,"Terra's apartment was very clean and tastefully furnished. Modern with high ceilings and a roomy feel. Comfortable bed and fluffy white towels. The free off street parking was a much needed amenity. Everything we wanted was in walking distance. Washington Park and the Empire Plaza. Good food, coffee, and even a supermarket. It is a busy city area so you can hear the noises of the city but the building is solid and does a good job to muffle it. The building has good security and we felt safe. Terra replied to our questions promptly and made us feel welcome. We hope to return in the near future."
3820211,30472949,2015-04-22,3672607,Heather,The area was perfect and the space was lovely.  I would absolutely stay here again.
3820211,30748739,2015-04-26,31850946,Aurelia,"Clean, comfortable and well located. "
3820211,30963305,2015-04-29,2535580,Dorsey,"Terra's apartment is comfortable, functional, and centrally located for short walks to many locations of interest in Albany, as well as dining options.  Nearly everything you could need is within a few blocks. <br/>"
3820211,31139264,2015-05-02,5941897,Kathleen,"We arrived to a clean apartment, with beer and water waiting, which was great. Also, the parking pass was amazing, and it is a fantastic location — so easy to get around. At night, it is loud, though. The bedroom is next to the patio of an animated bar, and it doesn't die down until after 2am on the weekend."
3820211,31479152,2015-05-05,31730532,Amy,"Terra was extremely easy and accommodating to work with. She was very responsive when I had questions, as it was my first time using Airbnb. The apartment was very clean and comfortable and having off street parking was very helpful!"
3820211,31604605,2015-05-07,4213802,Craig,"Lovely apartment located close to nearby parks and shops.  The flat was great... Clean, modern and had everything we needed.  Recommended to all."
3820211,31810774,2015-05-10,31107234,Garson,It was our first experience using airbnb. Terra clearly demonstrated that this business model works! She is very responsive and warm. Made us feel like right at home. The place is very clean and comfortable. Location is perfect and included parking is a big plus. Highly recommended!
3820211,32072682,2015-05-13,31546205,Daniel,"Terra was great -- It was my first time using AirBnB and I asked her about 200 questions.<br/><br/>The apartment was really nice - it's located next to a bunch of restaurants and bars.  I only stopped in for one night but was able to get a nice meal and a good beer.<br/><br/>Onsite parking was really convenient.  "
3820211,32354040,2015-05-17,29100058,Rachel,Terra is great - very helpful and communicative. The apartment is clean and comfortable. We felt very much at home.
3820211,32988921,2015-05-24,6991032,Amy,"I loved this little apartment - very clean and comfortable, great location right near beautiful Washington Park. Great towels! You can't adjust the thermostat yourself, and the windows don't open; there was a bit of a problem my first couple of days when the a/c wasn't getting into the apartment, but Terra was great about fixing the problem quickly. After that, the temp was great in the apt. and I had no problems. The bedroom does back onto the patio of a bar, so bring ear plugs. The noise goes on all night. It's a downside to being so central.  With earplugs, it was fine. "
3820211,34027454,2015-06-03,24670114,Mia,"Very nice and convenient place to stay. Everything travelers might need is near by. Good restaurants are in a walking distance. Parking is also convenient, and the apartment itself has a clean and beautiful setting. I enjoyed staying in the apartment. "
3820211,34756306,2015-06-11,1007045,Alex,Terra was an excellent host and her place was super convenient and comfortable. Absolutely recommend staying there.
3820211,34916499,2015-06-13,35329229,Jacob,"Awesome place, very clean, wifi, TV, full kitchen. What more could you want. Great location with some really good restaurants near by. I went to Shogun which is a sushi/Thai place literally across the street and it was super great. If I'm ever in Albany again I would definitely stay with Terra. A++ "
3820211,35468060,2015-06-19,10103349,Courtney,"the place was exactly as described and shown in the pictures- very modern and very clean. the location is great and centrally located to everything in Albany, and the parking was a major plus! as other people had mentioned it did get a little loud later on in the night as the bedroom is next to the patio of a bar but it honestly didn't bother us at all. Terra was a great host and very quick to respond with any questions we had, would recommend to anyone looking for a place to stay here! "
3820211,35749883,2015-06-21,15812257,Matthew,"Fantastic place with a lot of character! Nice and spacious with all you need for a comfortable stay. Also, there was a mixup on calendars due to an issue with airbnb, but Terra was super accommodating and met us shortly after we arrived in Albany. Very conveniently located to many things - Washington park, lark street, etc. only downside is that the nearby bar can get a little rowdy at night, but I would definitely stay again."
3820211,35980555,2015-06-23,35997102,Murray,Terra was a fantastic host. Very accommodating and easy to contact. The listing was accurate and we loved the place. The neighborhood was comfortable and had good access by foot to everything one could need.
3820211,36066543,2015-06-24,2534896,Marion,"We really enjoyed our stay at Terra's apartment, the place is great as well as the location.<br/>There was a little misunderstanding with the check-out time but Terra was very nice about it and made sure everything worked for everyone. <br/>I really recommend staying there!"
3820211,36354305,2015-06-27,34963458,Jason,"Terra was amazing and so was her place. The bed felt like sleeping on clouds, now I feel like I need a new bed. The place is completely remodeled and beautiful.  Like the 1 reviewer said the place is by a bar but with the fan provided I had no issue falling asleep. The place is right the middle of everything and walking distance to the egg.  I would 100% stay here again. Like the place terra the host is amazing. "
3820211,36465495,2015-06-28,36235135,Paula,"My stay at Terra's place was everything that I was looking for and more! Terra made sure we were settled in and had everything we needed. The apartment was just as pictured, with beautiful clean rooms and in a great location. Our stay couldn't have been better!"
3820211,36774627,2015-07-01,2176456,Tamiko,"The apartment was clean and comfortable. Excellent location close to lots of restaurants and groceries. Parking was easy. Terra was great to work with. Would definitely recommend it, but do bring ear plugs as it is close to a bar. <br/>"
3820211,37086298,2015-07-04,31246473,Clara,I stayed at Terra's place over the 4th of July weekend. The apartment was clean and quite nice. It was so nice having access to the washer and dryer right there in the apartment. Terra was a lovely host and very accommodating. I would recommend staying here if you are traveling in the Albany area. The apartment is located right in the middle of the local night life and we really had such a nice time there. 
3820211,37963278,2015-07-12,31657292,Lisa Marie,"Terra was very accommodating - check-in and check-out times were flexible. The apartment was much more than what I expected - it was well-kept and had state-of-the-art utilities that made my stay very comfortable. The surrounding buildings are commercial establishments and can be a bit noisy on weekends, but I did not mind so much. The location was ideal - it was just a few blocks away from very good restaurants (Mexican food/ Japanese food), from a grocery store, and from The Egg. I definitely recommend this to anyone who wants to visit Albany. "
3820211,38347381,2015-07-14,9507120,Katherine,"Terra's place was clean, beautiful and perfectly located in central Albany. I would highly recommend it!"
3820211,38470625,2015-07-15,26270538,Jonathan,Great location and a wonderful experience overall!
3820211,38533079,2015-07-16,36954633,Shahid,Terra was very responsive to my questions. She was a great host. The place is very well kept and my stay was comfortable. Location also worked out for me perfectly.
3820211,38655023,2015-07-17,36432241,Carolyn,"We were very happy with our stay at Terra's. Our arrival time was up in the air and Terra was very accommodating to that. The apartment was great and it was helpful to have all of the kitchen amenities and parking right outside. We didn't get to explore the city, though we found a great coffee shop a few blocks down and found the neighborhood to be nice. I was concerned about the noise from the bar which is right outside the apartment, but the white noise machine completely drowned it out. It was not a detriment to our stay at all. We would definitely stay again!"
3820211,38712860,2015-07-18,5083289,Mike,"Terra's place was wonderful. Located in a prime location, the renal was walking distance to everything: nightlife, restaurants, and coffee shops. The rental is as-pictured and was very spacious and comfortable. Terra's communication was on-point and made it very easy for us to check-in and out. Would definitely recommend staying here!"
3820211,39405684,2015-07-23,20017356,Michael,Great location and easy coordinating w host 
3820211,40340886,2015-07-30,25365507,Alexandria,I was there for only a few days but felt so at home right when I got there. I had a great experience and it's in a great neighborhood. Lots of bars and restaurants a few steps outside the door. 
3820211,41712793,2015-08-08,15092137,Darren,"Terra was a great host. Super easy checkin, easy access to private parking area, and great location just off Lark."
3820211,42874285,2015-08-16,17760463,Lex,"Our visit to Albany was made absolutely perfect by this wonderful Airbnb. Terra is delightful and promptly responsive to messages and questions. The apartment super clean, stylish, and surprisingly roomy. Lots of wonderful small touches, too, like plenty of towels, candles, an amazing caldelabra, and lots of kitchen and bathroom accoutrements. The neighborhood is fantastic. If you like an eclectic environment with loads of restaurants, pubs, galleries, and artisan studios, you'll love this wonderful property. Thanks, Terra, for making our weekend spectacular!"
3820211,43340461,2015-08-18,41581637,Melissa,"This was my first time using Airbnb and thanks to Terra it won't be my last. Terra was a fantastic host. She is extremely responsive and very accommodating. Her apartment was absolutely gorgeous and very clean. The area was also great; everything you could possibly want is within walking distance (dining, bars, grocery store, dry cleaners, park, etc). The best part is that the apt came with parking which is very hard to come by in the area. Thanks for being such an incredible host. "
3820211,43435979,2015-08-19,22243253,Anastasia,"The apartment was very clean and comfortable. The bed was very cozy! The host provides very soft towels,  toiletries, coffee and tea. Would definitely stay here again. Great location!"
3820211,43885883,2015-08-22,7202603,Hayley,"The apartment was stunning, Terra was an amazing host and I highly recommend staying here! "
3820211,43939692,2015-08-23,20495672,Linnea,Great location. Beautiful and clean apartment. We did not meet Terra but she was always reachable and responded quickly to any questions.
3820211,44506170,2015-08-26,1473789,Michelle,"This was a great stay. Location was surrounded by cafes and restaurants, and the place decor was as pictured. Terra is a great communicator and no issues at all with the stay. :)"
3820211,45117311,2015-08-31,39400842,Ryan,Overall excellent experience. Very clean apartment and its located close to restaurants and a few bars too. Terra was kind and accommodating and cared about our time there.
3820211,45636788,2015-09-04,41055910,Emily,"Terra's apartment was a great fit for 2 people. Apartment was lovely and clean. We worked from the apartment in the morning, wifi connection was strong and living room was a great space to work in.  While we didnt actually meet Terra, she was easy to get in touch with prior to arrival. The neighborhood was very walkable and had some great cafes and bars available."
3820211,45803771,2015-09-06,2215005,Julie,We stayed 2 nights at Terra's place and it was great! Communication by text was super easy and check-in was seamless. The place is beautiful and we felt right at home. 
3820211,46431924,2015-09-10,14125920,Yan,Nice room good location. 
3820211,46633751,2015-09-12,13040325,Renvie,"What a great apartment, Terra was very quick to respond to my texts and/or emails. I would definitely recommend her place to anyone.  The apartment itself my husband and I fell in love with, it's very beautiful and we really couldn't believe it was once a police precinct.  God willing my husband gets the job he wants, I will definitely stay here again when I need to go visit him. Thanks Terra for everything !"
3820211,47235394,2015-09-16,22905161,Jeff,"I enjoyed my time here. All in all, clean, secure, and comfortable. A good place to stay. Just a heads up, the bar next door can be a little noisy. I'm a heavy sleeper and slept fine, but it would be a nuisance if you're not. "
3820211,47360283,2015-09-18,801808,Carol,"I thoroughly enjoyed staying at Terra's apartment.  It was centrally located and I was able to walk to Albany's capital and museum.  It was immaculate and very attractive.  I wished my husband would have been with me to enjoy the ambiance of a private apartment with very comfortable bed, large bath and lovely kitchen."
3820211,47483174,2015-09-19,26905377,Zulma,Terra's place was very comfortable and clean. The communication worked perfectly through the airbnb website. No issues checking in or out. I am very happy this (my second airbnb) experience was great.
3820211,48066501,2015-09-23,10931980,Molly,Terra checked in throughout our stay and was warm and welcoming.  The apartment is one of six in an historic police precinct--very up-to-date and charming at the same time.   Exceeded our expectations.
3820211,48236755,2015-09-24,32495737,Greg,Good location and fairy priced. 
3820211,48508593,2015-09-27,8701852,Cherry,"I went to Albany to do research at the New York State Library & Archives. Terra's place was in the perfect location to do that, a short and easy walk away. It was wonderfully spacious, brightly lit and had everything I needed for my short stay. Texts with Terra helped me figure out the few questions I had: where to find light switches and a grocery story. I was very comfortable there, and comfortable with the neighborhood, realizing a little too late that there were areas right around the corner on Lark Street that would have been very fun to explore.<br/>My very first impressions were a bit tainted by the fact that I arrived late, after dark, and wasn't familiar with the city, making the location difficult to find: the street is small and busy (at that moment at least, including emergency vehicles amassed just down the street), and it was difficult to read the house numbers while driving. That meant I had to drive around, negotiating unusually unforgiving one way streets, before I figured out 1) where the building was and 2) where to park. <br/>Once there, the din in the neighborhood was impressive! Criminy, this is only Thursday, I thought. It turns out, though, that Thursday night is Karaoke night at the bar just on the other side of the bedroom window. Happily, Friday and Saturday nights were oasis(s?) of peace by comparison.<br/>Overall, I enjoyed my stay and felt happily at home, and would go back. "
3820211,48978040,2015-09-29,4191589,Jude,This place was great! Clean modern and right in fun Albany location!<br/>I used to live a few houses down and it brought back great memories!<br/>I would stay there any time!
3820211,49228816,2015-10-02,39957503,Jerry,Terra was a great host and easy to communicate with. Her place is conveniently located close to the Egg and there are several restaurants and a nice coffee house nearby.
3820211,49429850,2015-10-04,30323291,Michael,"This place is legit. Parking spot was super convenient, everything was clean, and I felt right at home. Terra is also a sweetie pie and was so pleasant to talk to. Get on this before it's too late!"
3820211,49792440,2015-10-06,42468134,Laurie,"Terra made the apt available to me much sooner than expected. The apt itself had everything I could want or need.  With my loved ones so close, this airbnb is a godsend. I would definitely rent again.<br/>"
3820211,50464634,2015-10-12,20805065,Sue,"The apartment was great - fantastic space, with soaps, shampoo, tea, coffee and cereal generously  provided."
3820211,50838966,2015-10-15,600313,Pam,"A really cute little apartment. Didn't realize until the morning it is an old police precinct!<br/>Clean, good restaurants nearby.<br/>Enjoyed our stay. "
3820211,50977312,2015-10-16,44876419,Maya,"Loved the place, loved the neighborhood, and Terra was a great host and easy to communicate with. Would enjoy staying here again."
3820211,51026931,2015-10-17,40402792,Kristin,"Terra did a fantastic job of hosting us while we stayed in Albany for the night!  We checked in late and left early in the morning, but she helped make our transition seamless.  We LOVED her place and the location!  It was also nice to have our own parking spot on site.  Would definitely recommend this place to others!  The building is really cool! "
3820211,51113434,2015-10-18,10846248,Janet,"Loved this apartment.  Very comfortable for 2 people.  Everything spotless, super comfortable bed, great shower, coffee and nice teas, even milk in the fridge.  Terra was a breeze to communicate with - absolutely no problems.  Great location.  Enjoyed walking in Washington Park (1 block away). Really good food in town also."
3820211,51689464,2015-10-24,1368149,Monica,"Terra was a wonderful hostess, though I didn't meet her in person.  I got to the building tired and bedraggled from travel and got stuck outside the door because I couldn't make the code work in the door.  Terra was right there helping me through it and when I got into the apartment and it was a bit chilly (first cold day of the year), she provided me with a space heater just in case.  The apartment was sparkling clean and actually looked even nicer and bigger than the pictures.  I ate at a couple of neighborhood restaurants (a Jamaican take out across the street was especially friendly and delicious).  It's a neighborhood that is on it's way up and I felt safe there especially before dark as a single female.  Thanks, Terra!"
3820211,52121130,2015-10-26,4689466,Victoria,"The apartment is lovely and comfortable--I was in town the night before a job interview, and it was a perfect and central setting to relax in.  Terra was not available for check-in, but she left me detailed instructions which allowed me to check in with no problems at all.  The apartment is well supplied with basics (coffee, tea, oatmeal, shampoo, conditioner) which made my life much easier.  Others have mentioned noise in their reviews, and Terra made sure I knew that before booking.  There was some street noise last night, but nothing beyond what you'd expect in a city and certainly nothing that kept me up.  I would go back again in a heartbeat!"
3820211,52447287,2015-10-29,6368737,Owen,"A beautiful apartment with really (like, noticeably) high ceilings, all in a gorgeous old building on a nice street.  We had a great stay and would come back in a heartbeat."
3820211,52487305,2015-10-30,6491836,Damon,"Great 1 bedroom rental! Located in a great neighborhood. Cozy, clean and easy to communicate with the host."
3820211,53522856,2015-11-09,38614095,Julia,"Terra was communicative and helpful through checking in and out. The apartment was very clean, private and the locale was central and convenient. Definitely made our stay in Albany comfortable.  "
3820211,53670093,2015-11-10,12112084,Curtis,Terra's place was perfect! The neighborhood was really fun and in a great location. The apartment was super clean and comfortable and check in/out was really easy. Great communication and really easy to work with! Would love to stay again!
3820211,53712728,2015-11-11,47772007,Ani,The apartment was perfect for 2 of us. The big kitchen was great for cooking and had everything we needed. Terra was a very responsive and awesome host even though we didn't get to meet her in person. Will definitely stay here again if we find ourselves in the Albany area. 
3820211,53843948,2015-11-13,46183199,Aos,"The listing was as described. It is quite a lovely home with nice high ceilings as have been noted before. The furniture is nice and clean. Everything really is clean and smells fresh. Terra was not there to greet me, but that is OK; she is very responsive by text messaging. You should know that the apartment is on a busy street and there are bars and restaurants close by, so there is some music/noise. I am usually sensitive to that, but I really slept like a baby because the bedroom is pretty quiet. "
3820211,56760176,2015-12-17,14516997,Drew,"Terra,<br/>Thank you for the great place. It was clean and comfortable. The location was very convenient.<br/>It was a pleasure meeting you and Matt."
3820211,56826960,2015-12-18,51322573,Kelly,The apartment was so clean and in super convenient location. Terra was absolutely phenomenal to work with- she answered all of my questions straight away and was very flexible with my travel plans. If ever I am in Albany again I would absolutely love to stay at Terra's place!
3820211,56998777,2015-12-20,51647202,Jessica,Great location and a great space! Would definitely come back again. 
3820211,57138174,2015-12-22,48519288,Vincent,This was a very nice apartment in a decent part of town. Parking was right there as well. Terra was a great host and there were no issues getting the keys/etc. I would recommend this place if you're in Albany. There does appear to be a bar back yard right outside the bedroom so there could be noise from smokers however. There was a little when we stayed but it wasn't a weekend night. 
